mol_id,smiles,rs,scaffold
XS843106a,CN1N=NC=C1CC(=O)N2CCCC2C=3C=CC(Cl)=CC3,5.944,O=C(Cc1cnn[nH]1)N1CCCC1c1ccccc1
XS837883b,NC(CNC(=O)C1=CC=CN2C=C(N=C12)C(F)(F)F)C3CC3,10.61,O=C(NCCC1CC1)c1cccn2ccnc12
XS843116a,COC=1C=C(C=CC1OC(C)C(=O)NC2CCCC2)C(=O)O,2.6,O=C(COc1ccccc1)NC1CCCC1
XS735582b,CC(C)(C)NC(=O)C1CSCN1C(=O)CC=2C=CC=CC2,2.002,O=C(Cc1ccccc1)N1CCSC1
XS840582b,CN1C=C(C=N1)CC(=O)NC(CO)C=2C=CC(Cl)=C(F)C2,0.52,O=C(Cc1cn[nH]c1)NCc1ccccc1
XS843112a,CC=1C=CC(=CC1)C2=NC(=CO2)CNC3CCC4=NC=NN4C3,0.682,c1ccc(-c2nc(CNC3CCc4ncnn4C3)co2)cc1
XS837438b,CN=S(C)(=O)C=1C=CC=C(C1)NC(=O)C=2N=C(C)OC2C,1.352,O=C(Nc1ccccc1)c1cocn1
XS841268b,CN1C(=NC(=O)COCC2CCCO2)SC=3C=CC=CC31,2.396,O=C(COCC1CCCO1)N=c1[nH]c2ccccc2s1
XS549090b,COC=1C=CC2=C(C1)CCN2C(=O)C=3C=NN4CCC(C)CC34,1.512,O=C(c1cnn2c1CCCC2)N1CCc2ccccc21
XS842150b,O=C(NCC1CCC=CO1)C2=CC=3C(Cl)=CN=CC3S2,0.54,O=C(NCC1CCC=CO1)c1cc2ccncc2s1
XS837532b,C1=C(N=NN1C2CCC=3C=CC=NC32)C=4C=NC5=CC=CC=C5N4,3.098,c1cnc2c(c1)CCC2n1cc(-c2cnc3ccccc3n2)nn1
XS843124a,O=C(CN1N=C2C=CC=CN2C1=O)NC3CCN(C3=O)C4CC4,3.872,O=C(Cn1nc2ccccn2c1=O)NC1CCN(C2CC2)C1=O
XS843132a,CC(C)NC(=O)NCC=1C=CC(=CC1)N2CCCC(C2)C(N)=O,1.92,c1ccc(N2CCCCC2)cc1
XS843121a,CC1=CSC(=N1)C2CCCCN2C(=O)C=3C=CC(=O)N(C)N3,3.144,O=C(c1ccc(=O)[nH]n1)N1CCCCC1c1nccs1
XS842034b,CC(C)C=1N=CC(=CN1)CN(C)C(=O)C(C)OC=2C=CC=CN2,0.386,O=C(COc1ccccn1)NCc1cncnc1
XS837966b,CCC1(CNC(=O)N2CCOC(CS(C)(=O)=O)C2)CCC1,1.662,O=C(NCC1CCC1)N1CCOCC1
XS420698b,CN1CC(CC1=O)C(=O)NC=2C=CC(=NC2)OCC(F)(F)F,0.502,O=C1CC(C(=O)Nc2cccnc2)CN1
XS843122a,CC1=CSC(=N1)C2CCCCN2C(=O)C=3N=COC3C(C)C,1.294,O=C(c1cocn1)N1CCCCC1c1nccs1
XS843127a,NC(=O)C1=CC(=CN1)C(=O)N2CCC(F)(C2)C=3C=CC(F)=CC3,1.502,O=C(c1cc[nH]c1)N1CCC(c2ccccc2)C1
XS838679b,COC(=O)C1CCC=2C=C(C=CC2N1CC3=CCCOC3)OC,0.414,C1=C(CN2CCCc3ccccc32)COCC1
XS843129a,O=C(NCCC=1C=CC=2OCOC2C1)NC3CCCCNC3=O,2.056,O=C(NCCc1ccc2c(c1)OCO2)NC1CCCCNC1=O
XS843128a,CCOC(=O)CN1C(=NC=2C=CC=CC21)C3CC(=O)N(CC)C3,1.14,O=C1CC(c2nc3ccccc3[nH]2)CN1
XS839701b,CC1=CC=C(O1)C2CSCCN2CC=3N=NSC3Cl,0.508,c1coc(C2CSCCN2Cc2csnn2)c1
XS841434b,N#CC=1C=C(C=CC1C(F)(F)F)N2CCCC(C2)N3C=NC=N3,5.92,c1ccc(N2CCCC(n3cncn3)C2)cc1
XS843139a,CC(OC=1C=CC(Cl)=CC1)C(=O)NCC2=NN=C3CCCN23,1.454,O=C(COc1ccccc1)NCc1nnc2n1CCC2
XS841819b,CC=1C=CC=CC1C2C(=O)NCCN2C3=NN=C(S3)C(F)F,1.64,O=C1NCCN(c2nncs2)C1c1ccccc1
XS838656b,CC(CC=1C=CC=CC1O)NC=2N=CC(=CN2)N=S(C)(C)=O,0.486,c1ccc(CCNc2ncccn2)cc1
XS843136a,CC1=NNC(C)=C1C2COCCN2C(=O)NC=3C=CC=C(C#N)C3,1.084,O=C(Nc1ccccc1)N1CCOCC1c1cn[nH]c1
XS843135a,O=C(NC=1C=CC(F)=CC1)NC(CN2C=NC=N2)C=3C=CC=CC3,0.632,O=C(Nc1ccccc1)NC(Cn1cncn1)c1ccccc1
XS843140a,COC=1C=CC=CC1NC(=O)N(C)C(C)C2=CC=3C=CC=CC3O2,2.54,O=C(NCc1cc2ccccc2o1)Nc1ccccc1
XS581602b,O=C(NC=1C=CC=C(C1)C=2C=CC=3OCCC3C2)C4CNC(=O)C4,0.466,O=C1CC(C(=O)Nc2cccc(-c3ccc4c(c3)CCO4)c2)CN1
XS843137a,CC=1N=C(SC1C(=O)O)C(C)NC(=O)C=2C=CC(F)=C(C)C2,0.466,O=C(NCc1nccs1)c1ccccc1
XS843151a,CCN(CC)C(=O)C(C)NC(=O)C=1C=CC(=CC1)N2N=CC=C2C,1.3,c1ccc(-n2cccn2)cc1
XS843154a,O=C(NCC=1C=NN(C1)C=2C=CC=CC2)NC3CCCCNC3=O,2.25,O=C(NCc1cnn(-c2ccccc2)c1)NC1CCCCNC1=O
XS755929b,COC=1C=CC(=CC1)CC2CCCN2C(=O)CC=3C(C)=NOC3C,0.6,O=C(Cc1cnoc1)N1CCCC1Cc1ccccc1
XS843150a,CCC1=NC=2C=CC=CC2N1CC(O)COC=3C=CC(Cl)=CC3,0.582,c1ccc(OCCCn2cnc3ccccc32)cc1
XS500395b,O=C(CN1CCCCC(O)C1=O)NC=2C=NN(C2)C=3C=CC=CC3,1.688,O=C(CN1CCCCCC1=O)Nc1cnn(-c2ccccc2)c1
XS842695b,CC1=NN=C(O1)N2CCCC(C2)NC(=O)C3=CC=4C=CC=CC4O3,1.034,O=C(NC1CCCN(c2nnco2)C1)c1cc2ccccc2o1
XS838219b,CC(CNS(=O)(=O)CCCF)C=1C(Cl)=CC=CC1Cl,0.548,c1ccccc1
XS843155a,O=C(CC1=CNC=2C=CC=CC12)N3CCN(CC3)C4CCOC4=O,0.854,O=C1OCCC1N1CCN(C(=O)Cc2c[nH]c3ccccc23)CC1
XS843156a,CC(C1CC1)N(C(=O)CN2C(=O)ON=C2C=3N=CC=CN3)C4CC4,0.882,O=C(Cn1c(-c2ncccn2)noc1=O)N(CC1CC1)C1CC1
XS624222b,COCC=1C=CC=C(C1)CN2N=C(C)C(=C2C)C3CCCC(=O)N3,4.372,O=C1CCCC(c2cnn(Cc3ccccc3)c2)N1
XS843152a,CCN1C=NN=C1CNC(=O)C=2C=CC=CC2OCC3CCCO3,1.524,O=C(NCc1nnc[nH]1)c1ccccc1OCC1CCCO1
XS827038b,CC1=CC=C(CNC(=O)C2CC(=O)N(CC=3C=CC=CN3)C2)S1,0.954,O=C(NCc1cccs1)C1CC(=O)N(Cc2ccccn2)C1
XS843163a,CC(C)CC=1C=CC(=CC1)C(C)NC(=O)CSC2=NC=CN2C,0.58,O=C(CSc1ncc[nH]1)NCc1ccccc1
XS843161a,CC1=CC(=O)NC=C1C(=O)N2CCCCC2C3=CC=4C=CC=CC4N3,1.026,O=C(c1ccc(=O)[nH]c1)N1CCCCC1c1cc2ccccc2[nH]1
XS843160a,CN1C=C(C(=O)NC2CC(=O)N(C)C2)C(=N1)C=3C=CC=CC3Cl,1.908,O=C1CC(NC(=O)c2c[nH]nc2-c2ccccc2)CN1
XS843171a,COC=1C=CC=C(C1)C(=O)N2N=C(CC2C3=CC=CO3)C4=CC=CO4,0.642,O=C(c1ccccc1)N1N=C(c2ccco2)CC1c1ccco1
XS680664b,CC1=CSC(=N1)C2CCCN(C2)C(=O)CC=3C=CN(N3)C(C)C,0.88,O=C(Cc1cc[nH]n1)N1CCCC(c2nccs2)C1
XS838462b,O=C(NC1CCCC=2C=NNC21)C=3C=CC(=CC3)NC=4N=CC=CN4,0.832,O=C(NC1CCCc2cn[nH]c21)c1ccc(Nc2ncccn2)cc1
XS841493b,CC(=O)NCC1CCN(C=2N=CN=C3C(F)=C(F)C=CC23)C41CC4,5.396,c1ccc2c(N3CCCC34CC4)ncnc2c1
XS475199b,CC=1C=CC(=CC1C#N)C(=O)N2CCCC(C2)C3=NN=C4CCCN34,6.46,O=C(c1ccccc1)N1CCCC(c2nnc3n2CCC3)C1
XS843165a,COC=1C=CC(=CC1OC)C2CCCN2C(=O)C3=CC(Cl)=CN3,11.066,O=C(c1ccc[nH]1)N1CCCC1c1ccccc1
XS843162a,CCN(C)C(=O)C(C)NC(=O)C(C)(C)C=1C=CC=2OCCOC2C1,0.484,c1ccc2c(c1)OCCO2
XS843183a,COC=1C=C(C=CC1OC2CCCC2)C(=O)NC(C)C=3C=CC=NC3,5.718,O=C(NCc1cccnc1)c1ccc(OC2CCCC2)cc1
XS695035b,CC=1C=CC=C(C1C)N2CC(CC2=O)C(=O)NCC=3C=CC(F)=CC3,1.436,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2)C1
XS825870b,CC1=C(OC=2C=CC(F)=CC12)C(=O)NC(C)C3=NN=C4C=CC=CN34,2.488,O=C(NCc1nnc2ccccn12)c1cc2ccccc2o1
XS843177a,COC=1C=C(N=CN1)C2=NOC(=N2)C3CC(C)(C)OC=4C=CC=CC43,0.49,c1ccc2c(c1)OCCC2c1nc(-c2ccncn2)no1
XS813863b,CC=1C=C(SC1C)C(=O)N(C)C(C)C=2C=CC(=CC2)N3C=NC=N3,1.764,O=C(NCc1ccc(-n2cncn2)cc1)c1cccs1
XS837112b,CCN(CC=1OC=2C=CC=CC2C1Br)CC(C)C(=O)O,1.384,c1ccc2occc2c1
XS843176a,CC(C)N1CCC(NS(=O)(=O)CC2=NOC=3C=CC=CC23)C1=O,0.658,O=C1NCCC1NS(=O)(=O)Cc1noc2ccccc12
XS843186a,COC=1C=CC(=CC1)CCC(C)NC(=O)CC2=NOC=3C=CC=CC23,0.756,O=C(Cc1noc2ccccc12)NCCCc1ccccc1
XS728659b,O=C(C=1C=NN2CCCCC12)N3CCCC(CO)(C3)C=4C=CC=CC4,3.024,O=C(c1cnn2c1CCCC2)N1CCCC(c2ccccc2)C1
XS843179a,CC1=NC=2C=CC(=CC2S1)NC(=O)C(C)NC(=O)C=3C=CC=CC3,0.896,O=C(CNC(=O)c1ccccc1)Nc1ccc2ncsc2c1
XS843182a,CC(NC(=O)NCC=1C=CC(=NC1)N2C=CC=N2)C=3C=CC=C(F)C3,0.448,O=C(NCc1ccccc1)NCc1ccc(-n2cccn2)nc1
XS839517b,CN1C=C(C=2C=CC=CC21)C3CCN(C3)C=4C=NC=C(N4)OCCO,1.22,c1ccc2c(C3CCN(c4cnccn4)C3)c[nH]c2c1
XS843184a,CNC(=O)C1CN(CCOC=2C=CC=C(C#N)C2)C=3C=CC=CC3O1,1.932,c1ccc(OCCN2CCOc3ccccc32)cc1
XS843189a,CCOC=1C=C(C=CC1C)NC(=O)NC2CCCN3N=C(CC)N=C23,0.524,O=C(Nc1ccccc1)NC1CCCn2ncnc21
XS840823b,CC(CC1=CC=CS1)C(=O)N2CCN(CC2)C(=O)C=3C=CN=CC3,0.466,O=C(CCc1cccs1)N1CCN(C(=O)c2ccncc2)CC1
XS841499b,CCOC(=O)C=1C=CN=NC1N2CCC=3C=CC(=CC3C(C)C2)OC,8.378,c1cnnc(N2CCc3ccccc3CC2)c1
XS843197a,CNC(=O)C(NC(=O)C=1C=CC(=O)N(CCOC)N1)C=2C=CC=CC2,2.25,O=C(NCc1ccccc1)c1ccc(=O)[nH]n1
XS843195a,CCCOC=1C=CC=CC1NC(=O)C2CC(=NO2)C=3C=CC=C(F)C3,4.158,O=C(Nc1ccccc1)C1CC(c2ccccc2)=NO1
XS843196a,COC=1C=CC(=CC1)N2CC(CC2=O)C(=O)NC=3C=CC=NC3OC,4.98,O=C(Nc1cccnc1)C1CC(=O)N(c2ccccc2)C1
XS628045b,CCOC=1C=CC(=CC1)NC(=O)C(C)NC(=O)COC=2C=CC=CC2,0.794,O=C(COc1ccccc1)NCC(=O)Nc1ccccc1
XS843188a,CCNC(=O)CCC(=O)NC(C)C=1C=CC(=CC1)N2N=C(C)C=C2C,1.126,c1ccc(-n2cccn2)cc1
XS843193a,CCN1C=C(C#N)C(=O)N(CC(O)COC=2C=CC(C)=CC2C)C1=O,1.604,O=c1cc[nH]c(=O)n1CCCOc1ccccc1
XS176579b,CC1=CN=C(NC(=O)C2CC(=O)N(C2)C=3C=CC=4CCCC4C3)S1,8.664,O=C(Nc1nccs1)C1CC(=O)N(c2ccc3c(c2)CCC3)C1
XS843191a,O=C(NCC1=CC=CO1)C2CC(=O)N(C2)C=3C=CC=4OCCOC4C3,2.698,O=C(NCc1ccco1)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1
XS693881b,CC=1N=C(SC(C)C=2C=CC(F)=C(Cl)C2)SC1CC(N)=O,1.638,c1ccc(CSc2nccs2)cc1
XS843187a,CC(C)N(CC(=O)NC1CCS(=O)(=O)C1)C=2C=CC(Cl)=CC2,1.164,O=C(CNc1ccccc1)NC1CCS(=O)(=O)C1
XS641335b,O=C(NC1CCN(CC=2C=CC=CC2)C1=O)C=3N=CC=C4C=CC=CC34,5.302,O=C(NC1CCN(Cc2ccccc2)C1=O)c1nccc2ccccc12
XS837888b,CC1=NC(C)=C(S1)C(C)NC(=O)NCC2=CC=3CCCCC3S2,0.72,O=C(NCc1cncs1)NCc1cc2c(s1)CCCC2
XS840704b,COC=1C=CC(=CC1)N2C=CN(CC3CC43CCC(F)(F)CC4)C2=O,0.432,O=c1n(CC2CC23CCCCC3)ccn1-c1ccccc1
XS843207a,CC(C=1C=CC(=CC1)N2C=NC=N2)N(C)C(=O)C3=CC=4C=CC=CC4O3,2.21,O=C(NCc1ccc(-n2cncn2)cc1)c1cc2ccccc2o1
XS840701b,CC1C=2C=CSC2CCN1CC3=NN=C(O3)C=4C=CC=CC4Cl,0.954,c1ccc(-c2nnc(CN3CCc4sccc4C3)o2)cc1
XS839299b,N#CC=1C=CC(=NN1)N(CCC2CC=CC2)CC(CO)C=3C=CC=CC3,0.408,C1=CCC(CCN(CCc2ccccc2)c2cccnn2)C1
XS843203a,COC=1C=CC(Cl)=CC1NC(=O)C(C)OC=2C=CC=CC2C(N)=O,0.484,O=C(COc1ccccc1)Nc1ccccc1
XS836559b,CC(NC(=O)CC1=CN(C)C=2C=CC=CC12)C=3C=CC=4NC(=O)NC4C3,2.056,O=C(Cc1c[nH]c2ccccc12)NCc1ccc2[nH]c(=O)[nH]c2c1
XS836610b,O=C1C=2C=CC=CC2NC(C=3C=CNN3)N1C=4C=CC=5OCCOC5C4,3.776,O=C1c2ccccc2NC(c2cc[nH]n2)N1c1ccc2c(c1)OCCO2
XS137916b,COC=1C=CC(=CC1Cl)NC(=O)CC(NC(C)=O)C=2C=CC=CC2,1.514,O=C(CCc1ccccc1)Nc1ccccc1
XS843199a,CC=1N=C(NC(=O)C2COCC(=O)N2CC=3C=CC=CC3)SC1C,5.796,O=C(Nc1nccs1)C1COCC(=O)N1Cc1ccccc1
XS843205a,CC(C)C=1C=CC(=CC1)OCCNC(=O)C(C)NC(=O)C2=CC=CO2,0.658,O=C(CNC(=O)c1ccco1)NCCOc1ccccc1
XS841542b,CC1=NOC(C)=C1CC(C)NC=2C=CC=C(N2)N3C=NC=4C=CC=CC43,0.644,c1cc(NCCc2cnoc2)nc(-n2cnc3ccccc32)c1
XS155429b,COC=1C=CC=CC1NC(=O)C(C)OC(=O)CCC=2C(C)=NOC2C,0.764,O=C(COC(=O)CCc1cnoc1)Nc1ccccc1
XS840472b,CC(CC=1C=CC=CC1)OC(=O)CCC2=NC3=C(N2)C(=O)NC(=O)N3C,1.526,O=C(CCc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1)OCCc1ccccc1
XS843215a,CC1CCCCN1CC=2C=CC=CC2CNC(=O)COC=3C=CC=CC3,0.468,O=C(COc1ccccc1)NCc1ccccc1CN1CCCCC1
XS841640b,CC(NC(=O)C=1C=CC(F)=C2CCOC12)C=3C=CC(=CC3)N4C=NC=N4,1.476,O=C(NCc1ccc(-n2cncn2)cc1)c1cccc2c1OCC2
XS836504b,CC(C)C(F)C(=O)NC=1C=CC=C(C1)NC(=O)C=2C=C(O)C=C(C#N)C2,6.708,O=C(Nc1ccccc1)c1ccccc1
XS838689b,CN(C1=NC=C(S1)C(N)=O)C2CCC=3C=CC=C(Br)C32,0.714,c1ccc2c(c1)CCC2Nc1nccs1
XS406672b,CC1=CC(=O)N(C)C=C1NC(=O)NC(CC2CCCC2)C=3C=CC=CC3,0.47,O=C(Nc1ccc(=O)[nH]c1)NC(CC1CCCC1)c1ccccc1
XS757104b,O=C(CC1=CNC=2N=CC=CC12)N3CCCC(CO)(C3)C=4C=CC=CC4,2.532,O=C(Cc1c[nH]c2ncccc12)N1CCCC(c2ccccc2)C1
XS843212a,CC=1C=C(C=CC1N2CCCC2=O)NC(C)C(=O)NC=3C=CC(F)=CC3,0.802,O=C(CNc1ccc(N2CCCC2=O)cc1)Nc1ccccc1
XS843208a,CC(C)N1C(=NC=2C=CC=CC21)C3CCCN(C3)C(=O)C=4C=NC=CN4,2.712,O=C(c1cnccn1)N1CCCC(c2nc3ccccc3[nH]2)C1
XS843209a,COC=1C=C(C#N)C=CC1OC(C)C(=O)NCC=2C=CC=3OCOC3C2,4.178,O=C(COc1ccccc1)NCc1ccc2c(c1)OCO2
XS838658b,COC(=O)C(CC1=NON=C1C)NC=2N=CN=C(F)C2Br,0.488,c1cc(NCCc2cnon2)ncn1
XS774830b,CCC1=C(C=NN1C=2C=CC=C(Cl)C2)C(=O)NC3CCOC(C)(C)C3,1.084,O=C(NC1CCOCC1)c1cnn(-c2ccccc2)c1
XS444952b,CCC=1N=C(NC(=O)CCN2C(=O)C(C)OC=3C=CC=CC32)SC1C,0.646,O=C(CCN1C(=O)COc2ccccc21)Nc1nccs1
XS843220a,CC(C)C(NC(=O)C=1C=CC(F)=CC1)C(=O)N2CCC=3SC=CC3C2,0.852,O=C(NCC(=O)N1CCc2sccc2C1)c1ccccc1
XS843223a,CC1CCCN(C1)S(=O)(=O)N2CCC(CC2)NC(=O)C=3C=CC=CC3,0.414,O=C(NC1CCN(S(=O)(=O)N2CCCCC2)CC1)c1ccccc1
XS836549b,CCC=1OC(C)=CC1C(=O)NC2CCN(C(=O)C=3N=CN(C)N3)C2(C)C,1.048,O=C(NC1CCN(C(=O)c2nc[nH]n2)C1)c1ccoc1
XS837716b,CN(CC1CCCCC21CCC2)C3=NC=CN4C(=NN=C34)C=5C=NC=CN5,1.784,c1cnc(-c2nnc3c(NCC4CCCCC45CCC5)nccn23)cn1
XS838164b,CN(CC1CCCN(C1)C(=O)C=2SN=NC2C3CC3)S(C)(=O)=O,11.998,O=C(c1snnc1C1CC1)N1CCCCC1
XS423604b,O=C(NC=1C=CC(F)=CC1)N2CCCC(C2)C3=NN=C4CCCCCN34,1.568,O=C(Nc1ccccc1)N1CCCC(c2nnc3n2CCCCC3)C1
XS843221a,CC=1C=C(C=CC1Cl)OCC(=O)N(C)CC2COC=3C=CC=CC3O2,1.078,O=C(COc1ccccc1)NCC1COc2ccccc2O1
XS841098b,COC=1C=CC(=CC1Cl)N(C#N)C(C)C(=O)N2CCN(CC2)C(C)=O,0.898,O=C(CNc1ccccc1)N1CCNCC1
XS843226a,CC=1C=NN(C)C1C(=O)NCC(C2=CNC=3C=CC=CC23)C=4C=CC=CC4,0.728,O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)c1ccn[nH]1
XS843225a,COCCOC=1C=CC(=CC1OC)C(C)NC(=O)CC=2C(C)=NOC2C,0.936,O=C(Cc1cnoc1)NCc1ccccc1
XS839010b,FCC1(CNC=2C=C(C=3C=CC=CC3)N4N=CN=C4N2)CC51CCOCC5,3.424,c1ccc(-c2cc(NCC3CC34CCOCC4)nc3ncnn23)cc1
XS837706b,CC1CN(CCN1C(=O)C2=CN=C3C=CC=CN3C2=O)C=4C=CC(F)=CN4,0.71,O=C(c1cnc2ccccn2c1=O)N1CCN(c2ccccn2)CC1
XS714599b,CCN1C=C(C#N)C(=O)N(CC(=O)NC(C)C=2C=CC(=CC2)C(C)C)C1=O,3.424,O=C(Cn1c(=O)cc[nH]c1=O)NCc1ccccc1
XS612947b,CC(C)N1C=C2CCCC(NC(=O)C3CCN(CC(F)(F)F)CC3)C2=N1,1.142,O=C(NC1CCCc2c[nH]nc21)C1CCNCC1
XS843234a,CCC1=CC(=CC(=O)N1)C(=O)N2CCC(C2)(C3=NC(C)=NO3)C(F)(F)F,0.736,O=C(c1cc[nH]c(=O)c1)N1CCC(c2ncno2)C1
XS743573b,CCN(C(=O)C1=CC=C(S1)C=2C=CC(F)=CC2)C3CCS(=O)(=O)C3,5.87,O=C(NC1CCS(=O)(=O)C1)c1ccc(-c2ccccc2)s1
XS843233a,CC1=NC=2CCCC(C2S1)N(C)C(=O)C3=NN(C)C=C3Br,1.542,O=C(NC1CCCc2ncsc21)c1cc[nH]n1
XS004799e,CCC(C)N1CCC(=O)N(CC(=O)NCC=2C=CC(=CC2)C(=O)OC)C1=O,0.586,O=C(CN1C(=O)CCNC1=O)NCc1ccccc1
XS843237a,COC=1C=CC(=CC1)S(=O)(=O)N2CCCC2C3=NC=4C=CC=CC4S3,0.466,O=S(=O)(c1ccccc1)N1CCCC1c1nc2ccccc2s1
XS843231a,CN(CCOC=1C=CC(F)=CC1)C(=O)C=2C=CC(=CC2)OCC3CCCO3,0.934,O=C(NCCOc1ccccc1)c1ccc(OCC2CCCO2)cc1
XS843236a,CC(CC1=CNC=2C=CC(F)=CC12)NC(=O)C3=CC=4COCCC4NC3=O,1.376,O=C(NCCc1c[nH]c2ccccc12)c1cc2c([nH]c1=O)CCOC2
XS838734b,CC1CN(C=2C=CC=CC2N1)S(=O)(=O)C=3C=CC=4OCCNC(=O)C4C3,1.29,O=C1NCCOc2ccc(S(=O)(=O)N3CCNc4ccccc43)cc21
