mol_id,smiles,rs,scaffold
DR000792b,CC(C)CC1CCN(C1)C(=O)C=2C=CC(=CC2)N3C=CN=N3,5.06,O=C(c1ccc(-n2ccnn2)cc1)N1CCCC1
XS843108a,CC(C)C(C)(C#N)NC(=O)CN(CC=1C=CC=CC1)C2CC2,0.498,c1ccc(CNC2CC2)cc1
XS843106a,CN1N=NC=C1CC(=O)N2CCCC2C=3C=CC(Cl)=CC3,4.646,O=C(Cc1cnn[nH]1)N1CCCC1c1ccccc1
XS702260b,CCC1=NC(CN2C(=O)CC(C)(C2=O)C=3C=CC=CC3)=NO1,9.69,O=C1CC(c2ccccc2)C(=O)N1Cc1ncon1
XS843118a,O=C(NC1CCCC2=C1C=NN2CC=3C=CC=CC3)N4CCC4,3.21,O=C(NC1CCCc2c1cnn2Cc1ccccc1)N1CCC1
XS843115a,O=C(NCC=1C=CC=2OCOC2C1)NC3CCS(=O)(=O)C3,10.44,O=C(NCc1ccc2c(c1)OCO2)NC1CCS(=O)(=O)C1
XS545771b,CC1=NOC(CC2(O)CCCN(C2)C=3N=C(C)C=CC3C#N)=N1,1.186,c1ccc(N2CCCC(Cc3ncno3)C2)nc1
XS843111a,CC=1C=CC=2NC(=CC2C1)C(=O)N3CCCC(C3)N4C=CN=C4,3.614,O=C(c1cc2ccccc2[nH]1)N1CCCC(n2ccnc2)C1
XS838010b,CN(CC=1C=NNC1)C(C(=O)O)C=2C=CC(=CC2)C(F)(F)F,0.946,c1ccc(CNCc2cn[nH]c2)cc1
XS843116a,COC=1C=C(C=CC1OC(C)C(=O)NC2CCCC2)C(=O)O,1.79,O=C(COc1ccccc1)NC1CCCC1
XS838590b,CC1=NOC(=N1)C(NC=2C=NN3CCCOC23)C=4C=CC=CC4,0.514,c1ccc(C(Nc2cnn3c2OCCC3)c2ncno2)cc1
XS840955b,O=C(NC=1C=CC=C2C=COC12)C=3C=NC(=NC3)C4CCCN4,1.282,O=C(Nc1cccc2ccoc12)c1cnc(C2CCCN2)nc1
XS735582b,CC(C)(C)NC(=O)C1CSCN1C(=O)CC=2C=CC=CC2,3.102,O=C(Cc1ccccc1)N1CCSC1
XS837113d,COC=1C=CC2=CC(=CC=C2C1)C(=O)NC(C)C=3C=NN(C)C3,8.094,O=C(NCc1cn[nH]c1)c1ccc2ccccc2c1
XS840582b,CN1C=C(C=N1)CC(=O)NC(CO)C=2C=CC(Cl)=C(F)C2,2.612,O=C(Cc1cn[nH]c1)NCc1ccccc1
XS837438b,CN=S(C)(=O)C=1C=CC=C(C1)NC(=O)C=2N=C(C)OC2C,3.124,O=C(Nc1ccccc1)c1cocn1
XS841268b,CN1C(=NC(=O)COCC2CCCO2)SC=3C=CC=CC31,0.344,O=C(COCC1CCCO1)N=c1[nH]c2ccccc2s1
XS842150b,O=C(NCC1CCC=CO1)C2=CC=3C(Cl)=CN=CC3S2,1.68,O=C(NCC1CCC=CO1)c1cc2ccncc2s1
XS843124a,O=C(CN1N=C2C=CC=CN2C1=O)NC3CCN(C3=O)C4CC4,8.046,O=C(Cn1nc2ccccn2c1=O)NC1CCN(C2CC2)C1=O
XS843132a,CC(C)NC(=O)NCC=1C=CC(=CC1)N2CCCC(C2)C(N)=O,1.316,c1ccc(N2CCCCC2)cc1
XS843121a,CC1=CSC(=N1)C2CCCCN2C(=O)C=3C=CC(=O)N(C)N3,1.746,O=C(c1ccc(=O)[nH]n1)N1CCCCC1c1nccs1
XS837966b,CCC1(CNC(=O)N2CCOC(CS(C)(=O)=O)C2)CCC1,5.082,O=C(NCC1CCC1)N1CCOCC1
XS420698b,CN1CC(CC1=O)C(=O)NC=2C=CC(=NC2)OCC(F)(F)F,9.858,O=C1CC(C(=O)Nc2cccnc2)CN1
XS843122a,CC1=CSC(=N1)C2CCCCN2C(=O)C=3N=COC3C(C)C,2.004,O=C(c1cocn1)N1CCCCC1c1nccs1
XS843131a,CC=1C=C(NC(=O)C(C)N(C)CCCCC=2C=CC=CC2)ON1,0.582,O=C(CNCCCCc1ccccc1)Nc1ccno1
XS843127a,NC(=O)C1=CC(=CN1)C(=O)N2CCC(F)(C2)C=3C=CC(F)=CC3,5.938,O=C(c1cc[nH]c1)N1CCC(c2ccccc2)C1
XS843133a,O=C(NC=1C=CC=C(F)C1)N(CC2=CC=CO2)CC3CCCO3,4.124,O=C(Nc1ccccc1)N(Cc1ccco1)CC1CCCO1
XS838679b,COC(=O)C1CCC=2C=C(C=CC2N1CC3=CCCOC3)OC,4.016,C1=C(CN2CCCc3ccccc32)COCC1
XS843125a,CN1CC(CCC1=O)NS(=O)(=O)CC=2C(F)=CC=CC2F,1.73,O=C1CCC(NS(=O)(=O)Cc2ccccc2)CN1
XS843129a,O=C(NCCC=1C=CC=2OCOC2C1)NC3CCCCNC3=O,10.504,O=C(NCCc1ccc2c(c1)OCO2)NC1CCCCNC1=O
XS843128a,CCOC(=O)CN1C(=NC=2C=CC=CC21)C3CC(=O)N(CC)C3,0.792,O=C1CC(c2nc3ccccc3[nH]2)CN1
XS840112b,CC1C(=O)N(C)CCN1CC2=CSC(=N2)NC=3C=CC=CC3,9.924,O=C1CN(Cc2csc(Nc3ccccc3)n2)CCN1
XS839792b,O=S(=O)(C=1C=CC=CC1N2CCCC(C2)C3CC3)C(F)F,0.476,c1ccc(N2CCCC(C3CC3)C2)cc1
XS837027b,O=C(C=1C=NC=C2C(=O)NC=CC12)N3CCCC(C3)OCCO,2.324,O=C(c1cncc2c(=O)[nH]ccc12)N1CCCCC1
XS839701b,CC1=CC=C(O1)C2CSCCN2CC=3N=NSC3Cl,1.894,c1coc(C2CSCCN2Cc2csnn2)c1
XS843139a,CC(OC=1C=CC(Cl)=CC1)C(=O)NCC2=NN=C3CCCN23,2.688,O=C(COc1ccccc1)NCc1nnc2n1CCC2
XS740366b,NC(=O)C1CCN(C1)C(=O)C2=CC(=NN2C=3C=CC=CC3)C4CC4,10.536,O=C(c1cc(C2CC2)nn1-c1ccccc1)N1CCCC1
XS843142a,CC(C=1C=CC=CC1)N(C(=O)CN2N=CC=3N=CC=CC32)C4CC4,7.314,O=C(Cn1ncc2ncccc21)N(Cc1ccccc1)C1CC1
XS841819b,CC=1C=CC=CC1C2C(=O)NCCN2C3=NN=C(S3)C(F)F,1.034,O=C1NCCN(c2nncs2)C1c1ccccc1
XS843141a,N#CC=1C=CC=C(C1)NC(=O)C2CCCN(C2)C(=O)C=3C=COC3,4.27,O=C(Nc1ccccc1)C1CCCN(C(=O)c2ccoc2)C1
XS841975b,CC=1N=CSC1C2=CN(N=N2)C3CCCC=C3Br,1.7,C1=CC(n2cc(-c3cncs3)nn2)CCC1
XS841030b,COCC1C=2C=CC=CC2CN1C=3N=CC(=CN3)S(=O)(=O)F,3.71,c1cnc(N2Cc3ccccc3C2)nc1
XS843136a,CC1=NNC(C)=C1C2COCCN2C(=O)NC=3C=CC=C(C#N)C3,2.134,O=C(Nc1ccccc1)N1CCOCC1c1cn[nH]c1
XS843134a,O=C(NCC(C1=CC=CO1)N2CCCC2)C3=CC=4C=CC=CC4N3,1.01,O=C(NCC(c1ccco1)N1CCCC1)c1cc2ccccc2[nH]1
XS685933b,O=S(=O)(NC=1C=NN(C1)CC2CCCO2)C=3C=CC=CC3F,1.148,O=S(=O)(Nc1cnn(CC2CCCO2)c1)c1ccccc1
XS843135a,O=C(NC=1C=CC(F)=CC1)NC(CN2C=NC=N2)C=3C=CC=CC3,1.016,O=C(Nc1ccccc1)NC(Cn1cncn1)c1ccccc1
XS843144a,COCC(C)NC(=O)CN1C(=CC=2C=CC=CC21)C=3C=CC=CC3,2.36,c1ccc(-c2cc3ccccc3[nH]2)cc1
XS843140a,COC=1C=CC=CC1NC(=O)N(C)C(C)C2=CC=3C=CC=CC3O2,6.244,O=C(NCc1cc2ccccc2o1)Nc1ccccc1
XS601021b,CCC1=NN2CC(CCC2=N1)NCC=3C=CN(N3)C=4C=CC=CC4,2.096,c1ccc(-n2ccc(CNC3CCc4ncnn4C3)n2)cc1
XS581602b,O=C(NC=1C=CC=C(C1)C=2C=CC=3OCCC3C2)C4CNC(=O)C4,2.618,O=C1CC(C(=O)Nc2cccc(-c3ccc4c(c3)CCO4)c2)CN1
XS843137a,CC=1N=C(SC1C(=O)O)C(C)NC(=O)C=2C=CC(F)=C(C)C2,2.516,O=C(NCc1nccs1)c1ccccc1
XS841612b,CC=1C=C(NCC2CC(=NO2)C(F)(F)F)C(F)=CC1[N+]([O-])=O,2.162,C1=NOC(CNc2ccccc2)C1
XS843151a,CCN(CC)C(=O)C(C)NC(=O)C=1C=CC(=CC1)N2N=CC=C2C,13.372,c1ccc(-n2cccn2)cc1
XS483761b,N#CC=1C=C(C=CC1C(F)(F)F)N2CCCC(O)(CC(N)=O)C2,3.318,c1ccc(N2CCCCC2)cc1
XS843154a,O=C(NCC=1C=NN(C1)C=2C=CC=CC2)NC3CCCCNC3=O,3.282,O=C(NCc1cnn(-c2ccccc2)c1)NC1CCCCNC1=O
XS755929b,COC=1C=CC(=CC1)CC2CCCN2C(=O)CC=3C(C)=NOC3C,0.974,O=C(Cc1cnoc1)N1CCCC1Cc1ccccc1
XS843150a,CCC1=NC=2C=CC=CC2N1CC(O)COC=3C=CC(Cl)=CC3,4.574,c1ccc(OCCCn2cnc3ccccc32)cc1
MR045844c,CC1=CC=C(O1)C2CSCCN2C(=O)C=3C=C4N=CC=CN4N3,5.334,O=C(c1cc2ncccn2n1)N1CCSCC1c1ccco1
XS842695b,CC1=NN=C(O1)N2CCCC(C2)NC(=O)C3=CC=4C=CC=CC4O3,3.084,O=C(NC1CCCN(c2nnco2)C1)c1cc2ccccc2o1
XS838219b,CC(CNS(=O)(=O)CCCF)C=1C(Cl)=CC=CC1Cl,0.594,c1ccccc1
XS843146a,CC(CN1C=CC=N1)NS(=O)(=O)C=2C=CC=CC2OC(F)F,1.112,O=S(=O)(NCCn1cccn1)c1ccccc1
XS127715b,O=C(NC1CCCC=2C=CC=CC21)C=3C=NC=C(Br)C3,1.946,O=C(NC1CCCc2ccccc21)c1cccnc1
XS680773b,CC(NC(=O)NC=1C=CC=C(Cl)C1)C=2C=CC=3NC(=O)CC3C2,4.424,O=C1Cc2cc(CNC(=O)Nc3ccccc3)ccc2N1
XS843156a,CC(C1CC1)N(C(=O)CN2C(=O)ON=C2C=3N=CC=CN3)C4CC4,2.106,O=C(Cn1c(-c2ncccn2)noc1=O)N(CC1CC1)C1CC1
XS624222b,COCC=1C=CC=C(C1)CN2N=C(C)C(=C2C)C3CCCC(=O)N3,0.496,O=C1CCCC(c2cnn(Cc3ccccc3)c2)N1
XS836792b,COC=1N=CC(=CC1Cl)C(C)NC=2C=CC=3CCNC(=O)C3C2,3.884,O=C1NCCc2ccc(NCc3cccnc3)cc21
XS827038b,CC1=CC=C(CNC(=O)C2CC(=O)N(CC=3C=CC=CN3)C2)S1,0.978,O=C(NCc1cccs1)C1CC(=O)N(Cc2ccccn2)C1
XS837591b,COC=1C=CC(=CC1)COCCN(C)C(C)CC=2C=CC(O)=CC2,0.526,c1ccc(CCNCCOCc2ccccc2)cc1
XS584713b,CCC(NC(=O)C=1C=NN(C1C)C(C)C)(C(=O)O)C=2C=CC=CC2,0.756,O=C(NCc1ccccc1)c1cn[nH]c1
XS843163a,CC(C)CC=1C=CC(=CC1)C(C)NC(=O)CSC2=NC=CN2C,0.46,O=C(CSc1ncc[nH]1)NCc1ccccc1
XS843161a,CC1=CC(=O)NC=C1C(=O)N2CCCCC2C3=CC=4C=CC=CC4N3,2.952,O=C(c1ccc(=O)[nH]c1)N1CCCCC1c1cc2ccccc2[nH]1
XS843172a,C=1SC(=NC1CN2CCCC2CC=3C=CC=CC3)C=4N=CC=CN4,1.804,c1ccc(CC2CCCN2Cc2csc(-c3ncccn3)n2)cc1
XS843171a,COC=1C=CC=C(C1)C(=O)N2N=C(CC2C3=CC=CO3)C4=CC=CO4,2.126,O=C(c1ccccc1)N1N=C(c2ccco2)CC1c1ccco1
XS842744b,NC1=NN2C=CC=CC2=C1C(=O)NCC3(CO)CCC=4C=CC=CC43,1.038,O=C(NCC1CCc2ccccc21)c1cnn2ccccc12
XS680664b,CC1=CSC(=N1)C2CCCN(C2)C(=O)CC=3C=CN(N3)C(C)C,0.436,O=C(Cc1cc[nH]n1)N1CCCC(c2nccs2)C1
XS838462b,O=C(NC1CCCC=2C=NNC21)C=3C=CC(=CC3)NC=4N=CC=CN4,11.582,O=C(NC1CCCc2cn[nH]c21)c1ccc(Nc2ncccn2)cc1
XS841493b,CC(=O)NCC1CCN(C=2N=CN=C3C(F)=C(F)C=CC23)C41CC4,2.192,c1ccc2c(N3CCCC34CC4)ncnc2c1
XS475199b,CC=1C=CC(=CC1C#N)C(=O)N2CCCC(C2)C3=NN=C4CCCN34,18.928,O=C(c1ccccc1)N1CCCC(c2nnc3n2CCC3)C1
XS843165a,COC=1C=CC(=CC1OC)C2CCCN2C(=O)C3=CC(Cl)=CN3,12.188,O=C(c1ccc[nH]1)N1CCCC1c1ccccc1
XS843167a,CCCC(C)NC(=O)CSCC1=NC(=NO1)C=2C=CC=CC2C,2.532,c1ccc(-c2ncon2)cc1
XS843166a,O=C1OC(=NN1CC(O)COC=2C=CC=CC2F)C3=CC=CS3,0.706,O=c1oc(-c2cccs2)nn1CCCOc1ccccc1
XS843162a,CCN(C)C(=O)C(C)NC(=O)C(C)(C)C=1C=CC=2OCCOC2C1,5.326,c1ccc2c(c1)OCCO2
XS843168a,O=C(O)CC(NC(=O)C=1C=C(NN1)C2CC2)C=3C=CC=CC3Cl,0.478,O=C(NCc1ccccc1)c1cc(C2CC2)[nH]n1
XS843164a,CCC(OC(=O)C1=CSC(=N1)C=2C=CC(=CC2)OC)C(=O)OC,13.73,c1ccc(-c2nccs2)cc1
XS841113b,O=C(NC1=NC=C(S1)S(=O)(=O)F)C2(CC2)C3CCCCO3,3.568,O=C(Nc1nccs1)C1(C2CCCCO2)CC1
XS839866b,CCC(C)OCC(=O)N1CC(C)(C1)C2=NN=C(O2)C3=CN(C)C=N3,0.936,c1nc(-c2nnc(C3CNC3)o2)c[nH]1
XS843157a,CCCC(=O)NCC1CCCN(C1)C(=O)CC=2C=CC=C(C2)OC,0.822,O=C(Cc1ccccc1)N1CCCCC1
XS843175a,O=C(O)C1CN(C=2C=CC=CC21)S(=O)(=O)C=3C=CC(Cl)=CC3,5.476,O=S(=O)(c1ccccc1)N1CCc2ccccc21
XS841607b,CC(C(=O)NC=1C=CC2=NSC=C2C1)N3C=CC(=N3)C(F)(F)F,7.362,O=C(Cn1cccn1)Nc1ccc2nscc2c1
XS823363b,O=C(NCC1CC=2C=CC=CC2O1)C=3C=CC=NC3N4CCCCC4,1.368,O=C(NCC1Cc2ccccc2O1)c1cccnc1N1CCCCC1
XS843183a,COC=1C=C(C=CC1OC2CCCC2)C(=O)NC(C)C=3C=CC=NC3,3.668,O=C(NCc1cccnc1)c1ccc(OC2CCCC2)cc1
XS695035b,CC=1C=CC=C(C1C)N2CC(CC2=O)C(=O)NCC=3C=CC(F)=CC3,0.976,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2)C1
XS825870b,CC1=C(OC=2C=CC(F)=CC12)C(=O)NC(C)C3=NN=C4C=CC=CN34,3.662,O=C(NCc1nnc2ccccn12)c1cc2ccccc2o1
XS843176a,CC(C)N1CCC(NS(=O)(=O)CC2=NOC=3C=CC=CC23)C1=O,6.084,O=C1NCCC1NS(=O)(=O)Cc1noc2ccccc12
XS843186a,COC=1C=CC(=CC1)CCC(C)NC(=O)CC2=NOC=3C=CC=CC23,5.282,O=C(Cc1noc2ccccc12)NCCCc1ccccc1
XS728659b,O=C(C=1C=NN2CCCCC12)N3CCCC(CO)(C3)C=4C=CC=CC4,7.418,O=C(c1cnn2c1CCCC2)N1CCCC(c2ccccc2)C1
XS843174a,CC1CCCN(C1)S(=O)(=O)C=2C=C(C(=O)NC3CCC3)N(C)C2,1.054,O=C(NC1CCC1)c1cc(S(=O)(=O)N2CCCCC2)c[nH]1
XS843182a,CC(NC(=O)NCC=1C=CC(=NC1)N2C=CC=N2)C=3C=CC=C(F)C3,4.33,O=C(NCc1ccccc1)NCc1ccc(-n2cccn2)nc1
XS839517b,CN1C=C(C=2C=CC=CC21)C3CCN(C3)C=4C=NC=C(N4)OCCO,0.822,c1ccc2c(C3CCN(c4cnccn4)C3)c[nH]c2c1
XS843184a,CNC(=O)C1CN(CCOC=2C=CC=C(C#N)C2)C=3C=CC=CC3O1,1.97,c1ccc(OCCN2CCOc3ccccc32)cc1
XS843189a,CCOC=1C=C(C=CC1C)NC(=O)NC2CCCN3N=C(CC)N=C23,6.896,O=C(Nc1ccccc1)NC1CCCn2ncnc21
XS840823b,CC(CC1=CC=CS1)C(=O)N2CCN(CC2)C(=O)C=3C=CN=CC3,5.842,O=C(CCc1cccs1)N1CCN(C(=O)c2ccncc2)CC1
